QUANTITYORDERED,SELLINGPRICE,SALES,ORDERDATE,STATUS,PRODUCTLINE,ACTUALPRICE,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,DEALSIZE
44,52.6,2314.4,5/5/2004 0:00,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,Madrid,Spain,Small
28,46.82,1310.96,6/15/2004 0:00,Shipped,Classic Cars,57,S24_1444,Handji Gifts& Co,Singapore,Singapore,Small
45,64.74,2913.3,7/20/2004 0:00,Shipped,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
29,46.82,1357.78,8/20/2004 0:00,Shipped,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
40,53.75,2150.0,9/8/2004 0:00,Shipped,Classic Cars,57,S24_1444,Land of Toys Inc.,NYC,USA,Small
45,61.85,2783.25,10/13/2004 0:00,Shipped,Classic Cars,57,S24_1444,Marta's Replicas Co.,Cambridge,USA,Small
44,53.18,2339.92,10/22/2004 0:00,Shipped,Classic Cars,57,S24_1444,Heintze Collectables,Aaarhus,Denmark,Small
25,69.16,1729.0,11/5/2004 0:00,Shipped,Classic Cars,57,S24_1444,Vitachrome Inc.,NYC,USA,Small
45,100.0,5972.4,11/20/2004 0:00,Shipped,Classic Cars,57,S24_1444,"La Corne D'abondance, Co.",Paris,France,Medium
48,47.4,2275.2,12/1/2004 0:00,Shipped,Classic Cars,57,S24_1444,Muscle Machine Inc,NYC,USA,Small
44,60.76,2673.44,12/10/2004 0:00,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,Madrid,Spain,Small
25,97.27,2431.75,1/23/2005 0:00,Shipped,Classic Cars,57,S24_1444,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
22,91.76,2018.72,2/22/2005 0:00,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,Madrid,Spain,Small
31,50.29,1558.99,3/15/2005 0:00,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,Madrid,Spain,Small
21,52.6,1104.6,5/3/2005 0:00,Shipped,Classic Cars,57,S24_1444,Euro Shopping Channel,Madrid,Spain,Small
55,46.82,2575.1,5/31/2005 0:00,In Process,Classic Cars,57,S24_1444,La Rochelle Gifts,Nantes,France,Small
25,100.0,2845.75,2/24/2003 0:00,Shipped,Motorcycles,112,S24_1578,Land of Toys Inc.,NYC,USA,Small
35,98.05,3431.75,4/29/2003 0:00,Shipped,Motorcycles,112,S24_1578,"Australian Collectors, Co.",Melbourne,Australia,Medium
35,93.54,3273.9,7/1/2003 0:00,Shipped,Motorcycles,112,S24_1578,Lyon Souveniers,Paris,France,Medium
43,95.8,4119.4,8/25/2003 0:00,Shipped,Motorcycles,112,S24_1578,Toys4GrownUps.com,Pasadena,USA,Medium
44,100.0,5355.68,10/10/2003 0:00,Shipped,Motorcycles,112,S24_1578,Corporate Gift Ideas Co.,San Francisco,USA,Medium
50,100.0,5747.5,10/28/2003 0:00,Shipped,Motorcycles,112,S24_1578,Technics Stores Inc.,Burlingame,USA,Medium
48,100.0,5355.36,11/11/2003 0:00,Shipped,Motorcycles,112,S24_1578,Daedalus Designs Imports,Lille,France,Medium
25,100.0,2535.75,11/18/2003 0:00,Shipped,Motorcycles,112,S24_1578,Herkku Gifts,Bergen,Norway,Small
39,100.0,4351.23,12/1/2003 0:00,Shipped,Motorcycles,112,S24_1578,Mini Wheels Co.,San Francisco,USA,Medium
25,90.16,2254.0,1/15/2004 0:00,Shipped,Motorcycles,112,S24_1578,Auto Canal Petit,Paris,France,Small
32,91.29,2921.28,2/20/2004 0:00,Shipped,Motorcycles,112,S24_1578,"Australian Collectors, Co.",Melbourne,Australia,Small
20,100.0,2299.0,4/5/2004 0:00,Shipped,Motorcycles,112,S24_1578,Vitachrome Inc.,NYC,USA,Small
26,100.0,2637.18,5/18/2004 0:00,Shipped,Motorcycles,112,S24_1578,Tekni Collectables Inc.,Newark,USA,Small
42,100.0,4307.52,6/28/2004 0:00,Shipped,Motorcycles,112,S24_1578,Gift Depot Inc.,Bridgewater,USA,Medium
21,100.0,2153.76,7/23/2004 0:00,Shipped,Motorcycles,112,S24_1578,La Rochelle Gifts,Nantes,France,Small
34,100.0,3716.88,8/27/2004 0:00,Shipped,Motorcycles,112,S24_1578,Marta's Replicas Co.,Cambridge,USA,Medium
47,100.0,5455.76,9/30/2004 0:00,Shipped,Motorcycles,112,S24_1578,"Toys of Finland, Co.",Helsinki,Finland,Medium
21,100.0,2650.62,10/15/2004 0:00,Shipped,Motorcycles,112,S24_1578,Baane Mini Imports,Stavern,Norway,Small
48,100.0,6437.28,11/2/2004 0:00,Shipped,Motorcycles,112,S24_1578,Diecast Classics Inc.,Allentown,USA,Medium
30,87.78,2633.4,11/15/2004 0:00,Shipped,Motorcycles,112,S24_1578,Land of Toys Inc.,NYC,USA,Small
27,84.39,2278.53,11/23/2004 0:00,Shipped,Motorcycles,112,S24_1578,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small
50,96.92,4846.0,1/5/2005 0:00,Shipped,Motorcycles,112,S24_1578,Technics Stores Inc.,Burlingame,USA,Medium
38,100.0,4197.1,2/2/2005 0:00,Shipped,Motorcycles,112,S24_1578,"Australian Gift Network, Co",South Brisbane,Australia,Medium
45,100.0,4597.65,3/3/2005 0:00,Shipped,Motorcycles,112,S24_1578,Scandinavian Gift Ideas,Boras,Sweden,Medium
46,100.0,5287.7,4/8/2005 0:00,Shipped,Motorcycles,112,S24_1578,"UK Collectables, Ltd.",Liverpool,UK,Medium
35,100.0,3550.05,5/13/2005 0:00,Disputed,Motorcycles,112,S24_1578,Euro Shopping Channel,Madrid,Spain,Medium
29,59.37,1721.73,3/18/2003 0:00,Shipped,Classic Cars,50,S24_1628,"AV Stores, Co.",Manchester,UK,Small
50,59.87,2993.5,5/20/2003 0:00,Shipped,Classic Cars,50,S24_1628,Atelier graphique,Nantes,France,Small
26,49.81,1295.06,7/10/2003 0:00,Shipped,Classic Cars,50,S24_1628,Reims Collectables,Reims,France,Small
47,56.85,2671.95,9/11/2003 0:00,Shipped,Classic Cars,50,S24_1628,"Anna's Decorations, Ltd",North Sydney,Australia,Small
23,53.33,1226.59,10/17/2003 0:00,Shipped,Classic Cars,50,S24_1628,Heintze Collectables,Aaarhus,Denmark,Small
34,42.76,1453.84,11/5/2003 0:00,Shipped,Classic Cars,50,S24_1628,Gift Depot Inc.,Bridgewater,USA,Small
34,53.83,1830.22,11/12/2003 0:00,Shipped,Classic Cars,50,S24_1628,Herkku Gifts,Bergen,Norway,Small
47,53.83,2530.01,11/20/2003 0:00,Shipped,Classic Cars,50,S24_1628,Online Diecast Creations Co.,Nashua,USA,Small
45,49.81,2241.45,12/2/2003 0:00,Shipped,Classic Cars,50,S24_1628,Muscle Machine Inc,NYC,USA,Small
45,53.33,2399.85,1/16/2004 0:00,Shipped,Classic Cars,50,S24_1628,Euro Shopping Channel,Madrid,Spain,Small
36,43.27,1557.72,2/26/2004 0:00,Shipped,Classic Cars,50,S24_1628,Collectable Mini Designs Co.,San Diego,USA,Small
21,40.25,845.25,4/13/2004 0:00,Shipped,Classic Cars,50,S24_1628,Mini Caravy,Strasbourg,France,Small
28,48.3,1352.4,7/6/2004 0:00,Shipped,Classic Cars,50,S24_1628,L'ordine Souveniers,Reggio Emilia,Italy,Small
35,45.28,1584.8,8/6/2004 0:00,Shipped,Classic Cars,50,S24_1628,Signal Gift Stores,Las Vegas,USA,Small
50,52.32,2616.0,9/1/2004 0:00,Shipped,Classic Cars,50,S24_1628,Handji Gifts& Co,Singapore,Singapore,Small
22,51.32,1129.04,10/5/2003 0:00,Shipped,Classic Cars,50,S24_1628,"Norway Gifts By Mail, Co.",Oslo,Norway,Small
45,49.3,2218.5,10/16/2004 0:00,Shipped,Classic Cars,50,S24_1628,Euro Shopping Channel,Madrid,Spain,Small
48,42.26,2028.48,11/4/2004 0:00,Shipped,Classic Cars,50,S24_1628,FunGiftIdeas.com,New Bedford,USA,Small
20,87.96,1759.2,11/17/2004 0:00,Shipped,Classic Cars,50,S24_1628,"AV Stores, Co.",Manchester,UK,Small
27,36.21,977.67,11/24/2004 0:00,Shipped,Classic Cars,50,S24_1628,Reims Collectables,Reims,France,Small
38,38.5,1463.0,1/12/2005 0:00,Resolved,Classic Cars,50,S24_1628,Toys4GrownUps.com,Pasadena,USA,Small
32,100.0,3970.56,2/10/2005 0:00,Shipped,Classic Cars,50,S24_1628,Euro Shopping Channel,Madrid,Spain,Medium
64,40.25,2576.0,4/22/2005 0:00,On Hold,Classic Cars,50,S24_1628,The Sharp Gifts Warehouse,San Jose,USA,Small
37,60.37,2233.69,5/29/2005 0:00,In Process,Classic Cars,50,S24_1628,Souveniers And Things Co.,Chatswood,Australia,Small
28,88.63,2481.64,2/17/2003 0:00,Shipped,Planes,109,S24_1785,Rovelli Gifts,Bergamo,Italy,Small
39,100.0,4651.53,4/29/2003 0:00,Shipped,Planes,109,S24_1785,"Australian Collectors, Co.",Melbourne,Australia,Medium
41,94.1,3858.1,6/27/2003 0:00,Shipped,Planes,109,S24_1785,Euro Shopping Channel,Madrid,Spain,Medium
40,87.54,3501.6,8/25/2003 0:00,Shipped,Planes,109,S24_1785,Toys4GrownUps.com,Pasadena,USA,Medium
49,100.0,6433.7,10/28/2003 0:00,Shipped,Planes,109,S24_1785,Technics Stores Inc.,Burlingame,USA,Medium
27,98.48,2658.96,1/12/2004 0:00,Shipped,Planes,109,S24_1785,Osaka Souveniers Co.,Osaka,Japan,Small
34,100.0,3608.76,2/20/2004 0:00,Shipped,Planes,109,S24_1785,"Australian Collectors, Co.",Melbourne,Australia,Medium
23,96.29,2214.67,4/2/2004 0:00,Shipped,Planes,109,S24_1785,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Small
31,88.63,2747.53,5/11/2004 0:00,Shipped,Planes,109,S24_1785,The Sharp Gifts Warehouse,San Jose,USA,Small
34,97.38,3310.92,6/24/2004 0:00,Cancelled,Planes,109,S24_1785,Euro Shopping Channel,Madrid,Spain,Medium
25,95.2,2380.0,7/23/2004 0:00,Shipped,Planes,109,S24_1785,La Rochelle Gifts,Nantes,France,Small
22,100.0,2310.88,8/21/2004 0:00,Shipped,Planes,109,S24_1785,"Norway Gifts By Mail, Co.",Oslo,Norway,Small
32,100.0,4061.76,9/16/2004 0:00,Shipped,Planes,109,S24_1785,"Clover Collections, Co.",Dublin,Ireland,Medium
31,100.0,3493.7,10/15/2004 0:00,Shipped,Planes,109,S24_1785,Mini Classics,White Plains,USA,Medium
25,100.0,2872.25,11/1/2004 0:00,Shipped,Planes,109,S24_1785,giftsbymail.co.uk,Cowes,UK,Small
47,87.54,4114.38,11/12/2004 0:00,Shipped,Planes,109,S24_1785,Rovelli Gifts,Bergamo,Italy,Medium
21,50.65,1063.65,11/23/2004 0:00,Shipped,Planes,109,S24_1785,"Tokyo Collectables, Ltd",Minato-ku,Japan,Small
28,71.73,2008.44,12/4/2004 0:00,Shipped,Planes,109,S24_1785,Gift Ideas Corp.,Glendale,USA,Small
46,94.1,4328.6,2/2/2005 0:00,Shipped,Planes,109,S24_1785,"Australian Gift Network, Co",South Brisbane,Australia,Medium
33,41.71,1376.43,3/1/2005 0:00,Resolved,Planes,109,S24_1785,Euro Shopping Channel,Madrid,Spain,Small
43,100.0,5552.16,3/30/2005 0:00,Shipped,Planes,109,S24_1785,Reims Collectables,Reims,France,Medium
38,96.29,3659.02,4/3/2005 0:00,On Hold,Planes,109,S24_1785,Tekni Collectables Inc.,Newark,USA,Medium
47,88.63,4165.61,5/10/2005 0:00,Shipped,Planes,109,S24_1785,L'ordine Souveniers,Reggio Emilia,Italy,Medium
45,31.2,1404.0,1/9/2003 0:00,Shipped,Vintage Cars,33,S24_1937,"Blauer See Auto, Co.",Frankfurt,Germany,Small
20,35.51,710.2,3/18/2003 0:00,Shipped,Vintage Cars,33,S24_1937,"AV Stores, Co.",Manchester,UK,Small
45,37.84,1702.8,5/21/2003 0:00,Shipped,Vintage Cars,33,S24_1937,Signal Gift Stores,Las Vegas,USA,Small
36,33.19,1194.84,9/12/2003 0:00,Shipped,Vintage Cars,33,S24_1937,Signal Collectibles Ltd.,Brisbane,USA,Small
37,27.22,1007.14,10/18/2003 0:00,Shipped,Vintage Cars,33,S24_1937,Corporate Gift Ideas Co.,San Francisco,USA,Small
31,31.53,977.43,11/5/2003 0:00,Shipped,Vintage Cars,33,S24_1937,Rovelli Gifts,Bergamo,Italy,Small
39,36.84,1436.76,11/12/2003 0:00,Shipped,Vintage Cars,33,S24_1937,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
26,29.21,759.46,11/21/2003 0:00,Shipped,Vintage Cars,33,S24_1937,"Australian Collectables, Ltd",Glen Waverly,Australia,Small
32,37.17,1189.44,12/3/2003 0:00,Shipped,Vintage Cars,33,S24_1937,Euro Shopping Channel,Madrid,Spain,Small
20,34.19,683.8,1/26/2004 0:00,Shipped,Vintage Cars,33,S24_1937,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small
42,29.21,1226.82,3/2/2004 0:00,Shipped,Vintage Cars,33,S24_1937,"Saveley & Henriot, Co.",Lyon,France,Small
33,29.54,974.82,4/26/2004 0:00,Shipped,Vintage Cars,33,S24_1937,Diecast Collectables,Boston,USA,Small
20,28.88,577.6,8/17/2004 0:00,Shipped,Vintage Cars,33,S24_1937,Amica Models & Co.,Torino,Italy,Small
29,38.17,1106.93,9/1/2004 0:00,Shipped,Vintage Cars,33,S24_1937,Handji Gifts& Co,Singapore,Singapore,Small
23,30.2,694.6,10/11/2004 0:00,Shipped,Vintage Cars,33,S24_1937,Auto Assoc. & Cie.,Versailles,France,Small
39,29.54,1152.06,10/21/2004 0:00,Shipped,Vintage Cars,33,S24_1937,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
20,100.0,2624.0,11/4/2004 0:00,Shipped,Vintage Cars,33,S24_1937,Online Diecast Creations Co.,Nashua,USA,Small
45,81.91,3685.95,11/17/2004 0:00,Shipped,Vintage Cars,33,S24_1937,"AV Stores, Co.",Manchester,UK,Medium
20,35.18,703.6,11/25/2004 0:00,Shipped,Vintage Cars,33,S24_1937,Marseille Mini Autos,Marseille,France,Small
48,100.0,9720.0,12/9/2004 0:00,Shipped,Vintage Cars,33,S24_1937,Lyon Souveniers,Paris,France,Large
23,36.29,834.67,1/12/2005 0:00,Resolved,Vintage Cars,33,S24_1937,Toys4GrownUps.com,Pasadena,USA,Small
32,70.56,2257.92,2/16/2005 0:00,Shipped,Vintage Cars,33,S24_1937,Euro Shopping Channel,Madrid,Spain,Small
33,100.0,8344.71,3/9/2005 0:00,Shipped,Vintage Cars,33,S24_1937,"Anna's Decorations, Ltd",North Sydney,Australia,Large
61,29.54,1801.94,4/23/2005 0:00,Shipped,Vintage Cars,33,S24_1937,Handji Gifts& Co,Singapore,Singapore,Small
45,26.88,1209.6,5/29/2005 0:00,In Process,Vintage Cars,33,S24_1937,Souveniers And Things Co.,Chatswood,Australia,Small
38,83.03,3155.14,2/24/2003 0:00,Shipped,Motorcycles,76,S24_2000,Land of Toys Inc.,NYC,USA,Medium
34,83.79,2848.86,4/29/2003 0:00,Shipped,Motorcycles,76,S24_2000,"Australian Collectors, Co.",Melbourne,Australia,Small
43,83.03,3570.29,7/1/2003 0:00,Shipped,Motorcycles,76,S24_2000,Lyon Souveniers,Paris,France,Medium
47,83.03,3902.41,8/25/2003 0:00,Shipped,Motorcycles,76,S24_2000,Toys4GrownUps.com,Pasadena,USA,Medium
22,67.03,1474.66,10/10/2003 0:00,Shipped,Motorcycles,76,S24_2000,Baane Mini Imports,Stavern,Norway,Small
29,75.41,2186.89,10/28/2003 0:00,Shipped,Motorcycles,76,S24_2000,Technics Stores Inc.,Burlingame,USA,Small
28,68.55,1919.4,11/11/2003 0:00,Shipped,Motorcycles,76,S24_2000,Daedalus Designs Imports,Lille,France,Small
40,91.4,3656.0,11/18/2003 0:00,Shipped,Motorcycles,76,S24_2000,Herkku Gifts,Bergen,Norway,Medium
25,73.88,1847.0,12/1/2003 0:00,Shipped,Motorcycles,76,S24_2000,Mini Wheels Co.,San Francisco,USA,Small
30,61.7,1851.0,1/12/2004 0:00,Shipped,Motorcycles,76,S24_2000,Osaka Souveniers Co.,Osaka,Japan,Small
38,69.31,2633.78,2/20/2004 0:00,Shipped,Motorcycles,76,S24_2000,"Australian Collectors, Co.",Melbourne,Australia,Small
36,87.6,3153.6,4/3/2004 0:00,Shipped,Motorcycles,76,S24_2000,Motor Mint Distributors Inc.,Philadelphia,USA,Medium
32,87.6,2803.2,5/11/2004 0:00,Shipped,Motorcycles,76,S24_2000,The Sharp Gifts Warehouse,San Jose,USA,Small
37,62.46,2311.02,6/28/2004 0:00,Shipped,Motorcycles,76,S24_2000,Gift Depot Inc.,Bridgewater,USA,Small
30,79.98,2399.4,7/23/2004 0:00,Shipped,Motorcycles,76,S24_2000,La Rochelle Gifts,Nantes,France,Small
39,70.08,2733.12,8/27/2004 0:00,Shipped,Motorcycles,76,S24_2000,Marta's Replicas Co.,Cambridge,USA,Small
32,65.51,2096.32,9/16/2004 0:00,Shipped,Motorcycles,76,S24_2000,"Clover Collections, Co.",Dublin,Ireland,Small
47,63.22,2971.34,10/15/2004 0:00,Shipped,Motorcycles,76,S24_2000,Mini Classics,White Plains,USA,Small
26,86.83,2257.58,11/2/2004 0:00,Shipped,Motorcycles,76,S24_2000,Diecast Classics Inc.,Allentown,USA,Small
37,94.43,3493.91,11/15/2004 0:00,Shipped,Motorcycles,76,S24_2000,Land of Toys Inc.,NYC,USA,Medium
55,79.98,4398.9,11/24/2004 0:00,Shipped,Motorcycles,76,S24_2000,Enaco Distributors,Barcelona,Spain,Medium
21,100.0,3595.62,1/6/2005 0:00,Shipped,Motorcycles,76,S24_2000,Suominen Souveniers,Espoo,Finland,Medium
23,100.0,2443.29,2/3/2005 0:00,Shipped,Motorcycles,76,S24_2000,La Rochelle Gifts,Nantes,France,Small
49,81.4,3988.6,3/3/2005 0:00,Shipped,Motorcycles,76,S24_2000,Scandinavian Gift Ideas,Boras,Sweden,Medium
59,87.6,5168.4,4/7/2005 0:00,Shipped,Motorcycles,76,S24_2000,Auto Canal Petit,Paris,France,Medium
32,87.6,2803.2,5/10/2005 0:00,Shipped,Motorcycles,76,S24_2000,L'ordine Souveniers,Reggio Emilia,Italy,Small
43,100.0,6341.21,2/11/2003 0:00,Shipped,Ships,122,S24_2011,Danish Wholesale Imports,Kobenhavn,Denmark,Medium
41,100.0,5189.78,4/16/2003 0:00,Shipped,Ships,122,S24_2011,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
45,100.0,6027.75,6/12/2003 0:00,Shipped,Ships,122,S24_2011,"Stylish Desk Decors, Co.",London,UK,Medium
33,100.0,3366.0,8/8/2003 0:00,Shipped,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
40,100.0,5456.4,9/28/2003 0:00,Shipped,Ships,122,S24_2011,Euro Shopping Channel,Madrid,Spain,Medium
33,100.0,3812.16,10/23/2003 0:00,Cancelled,Ships,122,S24_2011,Scandinavian Gift Ideas,Boras,Sweden,Medium
50,100.0,6083.0,11/7/2003 0:00,Shipped,Ships,122,S24_2011,CAF Imports,Madrid,Spain,Medium
30,100.0,3170.7,11/14/2003 0:00,Shipped,Ships,122,S24_2011,Mini Creations Ltd.,New Bedford,USA,Medium
41,100.0,4534.6,11/26/2003 0:00,Shipped,Ships,122,S24_2011,Enaco Distributors,Barcelona,Spain,Medium
35,100.0,4301.15,1/2/2004 0:00,Shipped,Ships,122,S24_2011,"Saveley & Henriot, Co.",Lyon,France,Medium
49,100.0,6804.63,2/18/2004 0:00,Shipped,Ships,122,S24_2011,Petit Auto,Bruxelles,Belgium,Medium
46,100.0,5652.94,3/20/2004 0:00,Shipped,Ships,122,S24_2011,giftsbymail.co.uk,Cowes,UK,Medium
48,100.0,6960.48,5/7/2004 0:00,Cancelled,Ships,122,S24_2011,Land of Toys Inc.,NYC,USA,Medium
36,100.0,4512.6,6/17/2004 0:00,Shipped,Ships,122,S24_2011,Quebec Home Shopping Network,Montreal,Canada,Medium
22,100.0,2784.76,7/21/2004 0:00,Shipped,Ships,122,S24_2011,Petit Auto,Bruxelles,Belgium,Small
42,100.0,5316.36,8/20/2004 0:00,Shipped,Ships,122,S24_2011,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Medium
21,100.0,2941.89,9/9/2004 0:00,Shipped,Ships,122,S24_2011,Amica Models & Co.,Torino,Italy,Small
29,100.0,3207.4,10/14/2004 0:00,Shipped,Ships,122,S24_2011,"AV Stores, Co.",Manchester,UK,Medium
35,100.0,4215.05,10/29/2004 0:00,Shipped,Ships,122,S24_2011,La Rochelle Gifts,Nantes,France,Medium
41,100.0,4333.29,11/9/2004 0:00,Shipped,Ships,122,S24_2011,"Volvo Model Replicas, Co",Lule,Sweden,Medium
29,71.97,2087.13,11/21/2004 0:00,Shipped,Ships,122,S24_2011,Classic Legends Inc.,NYC,USA,Small
34,50.33,1711.22,12/2/2004 0:00,Shipped,Ships,122,S24_2011,Euro Shopping Channel,Madrid,Spain,Small
37,100.0,3910.53,1/26/2005 0:00,Shipped,Ships,122,S24_2011,"Tokyo Collectables, Ltd",Minato-ku,Japan,Medium
28,80.54,2255.12,2/23/2005 0:00,Shipped,Ships,122,S24_2011,Corporate Gift Ideas Co.,San Francisco,USA,Small
49,100.0,5720.75,3/23/2005 0:00,Shipped,Ships,122,S24_2011,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
23,100.0,3335.23,5/6/2005 0:00,On Hold,Ships,122,S24_2011,Gifts4AllAges.com,Boston,USA,Medium
46,53.76,2472.96,1/9/2003 0:00,Shipped,Vintage Cars,44,S24_2022,"Blauer See Auto, Co.",Frankfurt,Germany,Small
39,44.35,1729.65,3/18/2003 0:00,Shipped,Vintage Cars,44,S24_2022,"AV Stores, Co.",Manchester,UK,Small
22,45.25,995.5,5/21/2003 0:00,Shipped,Vintage Cars,44,S24_2022,Signal Gift Stores,Las Vegas,USA,Small
49,49.28,2414.72,9/12/2003 0:00,Shipped,Vintage Cars,44,S24_2022,Signal Collectibles Ltd.,Brisbane,USA,Small
43,36.29,1560.47,10/18/2003 0:00,Shipped,Vintage Cars,44,S24_2022,Corporate Gift Ideas Co.,San Francisco,USA,Small
27,41.22,1112.94,11/5/2003 0:00,Shipped,Vintage Cars,44,S24_2022,Rovelli Gifts,Bergamo,Italy,Small
31,36.74,1138.94,11/12/2003 0:00,Shipped,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
20,50.62,1012.4,11/21/2003 0:00,Shipped,Vintage Cars,44,S24_2022,"Australian Collectables, Ltd",Glen Waverly,Australia,Small
24,38.08,913.92,12/3/2003 0:00,Shipped,Vintage Cars,44,S24_2022,Euro Shopping Channel,Madrid,Spain,Small
49,47.94,2349.06,1/26/2004 0:00,Shipped,Vintage Cars,44,S24_2022,"Corrida Auto Replicas, Ltd",Madrid,Spain,Small
24,48.38,1161.12,3/2/2004 0:00,Shipped,Vintage Cars,44,S24_2022,"Saveley & Henriot, Co.",Lyon,France,Small
39,45.25,1764.75,4/29/2004 0:00,Shipped,Vintage Cars,44,S24_2022,Euro Shopping Channel,Madrid,Spain,Small
37,45.7,1690.9,6/4/2004 0:00,Shipped,Vintage Cars,44,S24_2022,Mini Caravy,Strasbourg,France,Small
45,47.49,2137.05,8/17/2004 0:00,Shipped,Vintage Cars,44,S24_2022,Amica Models & Co.,Torino,Italy,Small
45,48.38,2177.1,9/3/2004 0:00,Shipped,Vintage Cars,44,S24_2022,Herkku Gifts,Bergen,Norway,Small
44,39.42,1734.48,10/11/2004 0:00,Shipped,Vintage Cars,44,S24_2022,Auto Assoc. & Cie.,Versailles,France,Small
23,37.63,865.49,10/21/2004 0:00,Shipped,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
30,100.0,3500.1,11/4/2004 0:00,Shipped,Vintage Cars,44,S24_2022,Online Diecast Creations Co.,Nashua,USA,Medium
26,85.52,2223.52,11/17/2004 0:00,Shipped,Vintage Cars,44,S24_2022,"AV Stores, Co.",Manchester,UK,Small
43,53.76,2311.68,11/25/2004 0:00,Shipped,Vintage Cars,44,S24_2022,Atelier graphique,Nantes,France,Small
26,31.86,828.36,12/9/2004 0:00,Shipped,Vintage Cars,44,S24_2022,Lyon Souveniers,Paris,France,Small
28,30.59,856.52,1/12/2005 0:00,Resolved,Vintage Cars,44,S24_2022,Toys4GrownUps.com,Pasadena,USA,Small
27,68.35,1845.45,2/16/2005 0:00,Shipped,Vintage Cars,44,S24_2022,Euro Shopping Channel,Madrid,Spain,Small
24,100.0,4042.08,3/9/2005 0:00,Shipped,Vintage Cars,44,S24_2022,"Anna's Decorations, Ltd",North Sydney,Australia,Medium
40,45.7,1828.0,5/29/2005 0:00,In Process,Vintage Cars,44,S24_2022,Mini Gifts Distributors Ltd.,San Rafael,USA,Small
36,100.0,3680.28,1/29/2003 0:00,Shipped,Trucks and Buses,127,S24_2300,Baane Mini Imports,Stavern,Norway,Medium
21,100.0,2925.09,4/1/2003 0:00,Shipped,Trucks and Buses,127,S24_2300,"La Corne D'abondance, Co.",Paris,France,Small
27,100.0,3415.77,5/28/2003 0:00,Shipped,Trucks and Buses,127,S24_2300,"Corrida Auto Replicas, Ltd",Madrid,Spain,Medium
47,100.0,5105.14,7/24/2003 0:00,Shipped,Trucks and Buses,127,S24_2300,Technics Stores Inc.,Burlingame,USA,Medium
42,100.0,5098.8,9/21/2003 0:00,Shipped,Trucks and Buses,127,S24_2300,"Oulu Toy Supplies, Inc.",Oulu,Finland,Medium
32,100.0,4661.76,10/22/2003 0:00,Shipped,Trucks and Buses,127,S24_2300,"Dragon Souveniers, Ltd.",Singapore,Singapore,Medium
28,100.0,2969.96,11/6/2003 0:00,Shipped,Trucks and Buses,127,S24_2300,"Stylish Desk Decors, Co.",London,UK,Small
24,100.0,3496.32,11/14/2003 0:00,Shipped,Trucks and Buses,127,S24_2300,"Iberia Gift Imports, Corp.",Sevilla,Spain,Medium
49,100.0,5760.93,11/25/2003 0:00,Shipped,Trucks and Buses,127,S24_2300,"Saveley & Henriot, Co.",Lyon,France,Medium
46,100.0,6819.04,12/9/2003 0:00,Shipped,Trucks and Buses,127,S24_2300,Diecast Collectables,Boston,USA,Medium
28,100.0,3148.88,2/4/2004 0:00,Shipped,Trucks and Buses,127,S24_2300,Handji Gifts& Co,Singapore,Singapore,Medium
48,100.0,5704.32,3/11/2004 0:00,Shipped,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
29,100.0,3520.6,5/5/2004 0:00,Shipped,Trucks and Buses,127,S24_2300,Euro Shopping Channel,Madrid,Spain,Medium
47,100.0,5285.62,6/15/2004 0:00,Shipped,Trucks and Buses,127,S24_2300,Handji Gifts& Co,Singapore,Singapore,Medium
43,100.0,5605.05,7/20/2004 0:00,Shipped,Trucks and Buses,127,S24_2300,Mini Gifts Distributors Ltd.,San Rafael,USA,Medium
25,100.0,2779.5,8/19/2004 0:00,Shipped,Trucks and Buses,127,S24_2300,Diecast Classics Inc.,Allentown,USA,Small
48,100.0,5398.08,9/8/2004 0:00,Shipped,Trucks and Buses,127,S24_2300,Scandinavian Gift Ideas,Boras,Sweden,Medium
24,100.0,3189.6,10/13/2004 0:00,Shipped,Trucks and Buses,127,S24_2300,Marta's Replicas Co.,Cambridge,USA,Medium
42,100.0,5581.8,10/22/2004 0:00,Shipped,Trucks and Buses,127,S24_2300,Canadian Gift Exchange Network,Vancouver,Canada,Medium
