Name,Average User Rating,User Rating Count,Price,In-app Purchases,Developer,Age Rating,Languages,Size,Genres,Original Release Date,Current Version Release Date
Guide for Final Fantasy,0.0,0.0,0.0,"(0.0,)",Crystal Woodard,4+,"('EN',)",19501056.0,"('Entertainment', 'Adventure', 'Strategy', 'Games')",2016-04-06,2016-04-06
Dawn of Storms,0.0,0.0,0.0,"(12.99, 7.99)",Seven Point Red Ltd,9+,"('EN',)",85821440.0,"('Games', 'Entertainment', 'Action', 'Strategy')",2016-09-17,2017-05-08
Popalicious,0.0,0.0,0.0,"(0.99, 3.99, 6.99, 10.99)",Naya Games,4+,"('EN',)",151299072.0,"('Games', 'Entertainment', 'Puzzle', 'Strategy')",2016-09-06,2016-07-21
Deep Chasm,0.0,0.0,0.0,"(1.99,)",Glvck Entertainment Ltd.,9+,"('EN',)",115145728.0,"('Games', 'Strategy', 'Role Playing', 'Entertainment')",2016-06-22,2016-06-28
Concrete Defense - World War 2,0.0,0.0,0.99,"(1.99, 3.99, 12.99, 6.99)",Zhongnan Ma,17+,"('EN', 'DE', 'ZH')",65077248.0,"('Games', 'Casual', 'Entertainment', 'Strategy')",2016-09-06,2018-02-03
Jail Football - Soccer Maniacs,0.0,0.0,0.0,"(0.0,)",Zaur KHADIKOV,9+,"('EN',)",201073664.0,"('Games', 'Sports', 'Strategy')",2017-07-28,2017-10-30
Awesome Cake Blast,0.0,0.0,0.0,"(0.0,)",Icy Logic Software,4+,"('EN',)",81624064.0,"('Games', 'Strategy', 'Puzzle', 'Entertainment')",2016-06-15,2016-06-15
Cake Blast - King of Bakery,0.0,0.0,0.0,"(0.0,)",margaret wilson,4+,"('EN',)",78629888.0,"('Games', 'Strategy', 'Entertainment', 'Puzzle')",2016-01-07,2016-09-11
Emoji Shuffle!,0.0,0.0,0.0,"(0.99, 2.99)","3 Minute Games, LLC",4+,"('EN',)",64281600.0,"('Games', 'Entertainment', 'Puzzle', 'Strategy')",2016-11-07,2016-08-08
Blaze of Battle,4.0,6369.0,0.0,"(4.99, 19.99, 99.99, 9.99, 0.99, 49.99, 99.99)","Shenzhen Qianhai Leyi Network Technology Co., Ltd.",12+,"('EN',)",443020288.0,"('Games', 'Strategy', 'Entertainment', 'Role Playing')",2016-09-15,2019-07-29
Guide for Chrono Strike,5.0,14.0,0.0,"(0.0,)",Connor Brian,4+,"('EN',)",24270848.0,"('Entertainment', 'Strategy', 'Adventure', 'Games')",2016-10-06,2016-06-17
TicTac OnFly,0.0,0.0,0.0,"(0.0,)",KSolves India Private Limited,9+,"('EN',)",14085120.0,"('Games', 'Entertainment', 'Strategy', 'Puzzle')",2016-09-06,2016-10-29
Match The Color!,0.0,0.0,0.0,"(0.0,)",Henry Goodwin,4+,"('EN',)",17717248.0,"('Games', 'Strategy', 'Entertainment', 'Puzzle')",2016-04-06,2016-02-07
Flash Hangman,0.0,0.0,1.99,"(0.0,)",MOKKA MAHESH,4+,"('EN',)",27168768.0,"('Games', 'Word', 'Strategy', 'Entertainment')",2016-09-06,2016-09-06
Set Box - Unique Puzzle Game,0.0,0.0,0.99,"(0.0,)",jabir Ali,4+,"('CS', 'NL', 'EN', 'FR', 'DE', 'IT', 'JA', 'KO', 'PL', 'PT', 'RU', 'ZH', 'ES', 'SV', 'ZH', 'TR')",20054016.0,"('Games', 'Puzzle', 'Strategy', 'Entertainment')",2016-05-06,2016-06-07
Ultimate Reversi King,0.0,0.0,0.0,"(0.0,)",Chuanming Chang,4+,"('EN', 'DE', 'JA', 'KO', 'ZH', 'ZH')",24081408.0,"('Games', 'Board', 'Strategy')",2016-06-16,2017-11-17
Timbertales,0.0,0.0,0.0,"(1.99, 3.99, 5.99)",Thorben Rackow,12+,"('EN',)",132265984.0,"('Games', 'Entertainment', 'Strategy', 'Adventure')",2017-08-02,2017-05-10
Hidden Object New York Spy Pic,4.5,57.0,0.0,"(1.99,)",Detention Apps,4+,"('EN',)",82216960.0,"('Games', 'Puzzle', 'Strategy', 'Travel')",2016-04-06,2017-09-29
Christmas Fair,0.0,0.0,0.99,"(0.0,)",CREATIVE STAR SOFT SRL,4+,"('EN',)",18857984.0,"('Games', 'Strategy', 'Entertainment', 'Casual')",2016-07-06,2016-07-06
Real Time Chess(VS Chess),0.0,0.0,0.0,"(0.0,)",Eiichi Matsunaga,4+,"('EN', 'JA')",52883456.0,"('Games', 'Sports', 'Board', 'Strategy')",2016-06-06,2019-05-13
Response Timer - Reaction Test,0.0,0.0,0.0,"(0.0,)",Henry Goodwin,4+,"('EN',)",21656576.0,"('Games', 'Casual', 'Strategy', 'Entertainment')",2016-05-06,2016-02-07
"""Moguu's Territory Board""",0.0,0.0,0.99,"(0.0,)",Tetsuyoshi Morikawa,4+,"('EN', 'JA')",77615104.0,"('Games', 'Strategy', 'Board')",2016-01-08,2016-01-08
Double Canfield Solitaire,0.0,0.0,0.0,"(0.0,)",MmpApps Corp.,4+,"('EN',)",22649856.0,"('Games', 'Strategy', 'Entertainment', 'Card')",2016-09-15,2018-12-30
Frostfire Missile - Flying Simulator - Fly & Fight,0.0,0.0,1.99,"(0.0,)",Paulina Miazga,12+,"('EN',)",170576896.0,"('Games', 'Strategy', 'Sports', 'Entertainment')",2016-09-06,2016-09-06
Set Box Free - Unique Puzzle Game,0.0,0.0,0.0,"(0.0,)",jabir Ali,4+,"('CS', 'NL', 'EN', 'FR', 'DE', 'IT', 'JA', 'KO', 'PL', 'PT', 'RU', 'ZH', 'ES', 'SV', 'ZH', 'TR')",22996992.0,"('Games', 'Entertainment', 'Puzzle', 'Strategy')",2016-06-24,2016-06-24
Zap Zombies,4.5,1251.0,0.0,"(0.99, 2.99, 4.99, 4.99, 14.99, 0.99, 49.99, 4.99, 99.99, 99.99)",Yojoy,12+,"('EN', 'ZH', 'ZH')",254925824.0,"('Games', 'Adventure', 'Strategy')",2016-08-25,2019-04-07
Solo Shade,0.0,0.0,0.0,"(0.0,)",Cloud Shots,4+,"('EN',)",26866688.0,"('Games', 'Entertainment', 'Strategy', 'Casual')",2016-06-06,2016-09-22
HexSaw - At Home,0.0,0.0,1.99,"(0.0,)",GabySoft,4+,"('EN',)",16060416.0,"('Games', 'Puzzle', 'Entertainment', 'Strategy')",2016-06-06,2016-06-06
"""Where's my honey? \u2014 Action physics puzzle game""",0.0,0.0,0.99,"(0.0,)",Blair Barnes,4+,"('CS', 'NL', 'EN', 'FR', 'DE', 'IT', 'JA', 'KO', 'PL', 'PT', 'RU', 'ZH', 'ES', 'SV', 'ZH', 'TR')",47587328.0,"('Games', 'Entertainment', 'Adventure', 'Strategy')",2016-07-06,2016-06-17
Mini Mine,4.0,614.0,0.0,"(1.99, 4.99, 9.99, 19.99, 49.99, 99.99)",Apps4Life,4+,"('EN',)",97945600.0,"('Games', 'Entertainment', 'Strategy', 'Casual')",2016-04-09,2017-01-17
"Bomb Blocks : Block games, Bomb games",0.0,0.0,0.0,"(0.0,)",Chienfu Huang,4+,"('AR', 'CA', 'HR', 'CS', 'DA', 'NL', 'EN', 'FI', 'FR', 'DE', 'EL', 'HE', 'HU', 'ID', 'IT', 'JA', 'KO', 'MS', 'NB', 'PL', 'PT', 'RO', 'RU', 'ZH', 'SK', 'ES', 'SV', 'TH', 'ZH', 'TR', 'UK', 'VI')",71899136.0,"('Games', 'Strategy', 'Puzzle', 'Entertainment')",2016-10-06,2016-06-14
Exospecies,5.0,8.0,0.0,"(0.99,)","Inductor, LLC",12+,"('EN',)",151555072.0,"('Games', 'Entertainment', 'Simulation', 'Strategy')",2019-07-31,2019-07-31
Sea Towers Solitaire,0.0,0.0,0.0,"(0.0,)",MmpApps Corp.,4+,"('EN',)",19803136.0,"('Games', 'Card', 'Entertainment', 'Strategy')",2016-02-09,2019-01-20
Station Manager,3.5,45.0,5.99,"(0.0,)","Kairosoft Co.,Ltd",4+,"('EN', 'KO', 'ZH', 'ZH')",247156736.0,"('Games', 'Strategy', 'Entertainment', 'Simulation')",2016-10-06,2018-08-23
Maths Champs,0.0,0.0,1.99,"(0.0,)",MOKKA MAHESH,4+,"('EN',)",20474880.0,"('Games', 'Trivia', 'Strategy')",2016-09-06,2016-09-06
War of Bots - Metal Force War,4.5,8.0,0.0,"(0.99,)",Wai Chin Ng,4+,"('AR', 'CA', 'HR', 'CS', 'DA', 'NL', 'EN', 'FI', 'FR', 'DE', 'EL', 'HE', 'HU', 'ID', 'IT', 'JA', 'KO', 'MS', 'NB', 'PL', 'PT', 'RO', 'RU', 'ZH', 'SK', 'ES', 'SV', 'TH', 'ZH', 'TR', 'UK', 'VI')",43471872.0,"('Games', 'Strategy', 'Entertainment', 'Casual')",2016-07-20,2018-10-30
GameHack: Guide for Steppy Pants,0.0,0.0,0.0,"(0.0,)","Vietkite Ltd,",17+,"('EN',)",15931392.0,"('Games', 'Adventure', 'Strategy', 'Entertainment')",2016-07-06,2016-07-06
Baby Panguin Jump - Pirate Edition,0.0,0.0,0.0,"(1.99,)",Nikunj Surati,4+,"('EN',)",17085440.0,"('Games', 'Entertainment', 'Casual', 'Strategy')",2016-10-29,2016-10-29
Baby Panguin Jump - School Edition,0.0,0.0,0.0,"(1.99,)",Nikunj Surati,4+,"('EN',)",16856064.0,"('Games', 'Casual', 'Entertainment', 'Strategy')",2016-10-29,2016-10-29
Jumper Panda,0.0,0.0,0.0,"(1.99,)",Nikunj Surati,4+,"('AR',)",19075072.0,"('Games', 'Strategy', 'Casual', 'Entertainment')",2016-10-29,2016-10-29
Panda Jump Dash,0.0,0.0,0.0,"(1.99,)",Nikunj Surati,4+,"('EN',)",19499008.0,"('Games', 'Strategy', 'Entertainment', 'Casual')",2016-10-29,2016-10-29
Drunk Hibachi: Crazy Cooking,4.5,44.0,0.0,"(0.99, 4.99, 2.99, 9.99)",Opposite Lock Entertainment,17+,"('EN',)",252798976.0,"('Games', 'Food & Drink', 'Simulation', 'Strategy')",2017-03-29,2018-12-07
Trumps Small Loan: Make More Money,2.5,6.0,0.0,"(0.0,)",Adam Irvine,4+,"('EN',)",11390976.0,"('Games', 'Puzzle', 'Strategy', 'Entertainment')",2016-09-06,2016-09-06
Blind Maze,0.0,0.0,0.0,"(0.0,)","Numatix, LLC",4+,"('EN',)",33935360.0,"('Games', 'Entertainment', 'Puzzle', 'Strategy')",2016-08-06,2016-08-06
Money Swiper: Get Rich Tycoon,1.5,6.0,0.0,"(0.0,)",Adam Irvine,4+,"('EN',)",8744960.0,"('Games', 'Strategy', 'Puzzle', 'Entertainment')",2016-06-15,2016-06-15
Castle Revenge,4.0,268.0,0.0,"(4.99, 0.99, 9.99, 0.99, 4.99, 19.99, 9.99, 99.99, 49.99)",Incuvo SA,9+,"('EN',)",209045504.0,"('Games', 'Action', 'Strategy')",2017-06-28,2018-10-04
My Monster Run | Dash Monsters Running Game for Free,0.0,0.0,0.0,"(3.99,)",Lab Cave Apps S.L,4+,"('EN',)",130399232.0,"('Games', 'Role Playing', 'Entertainment', 'Strategy')",2016-06-15,2016-06-15
Zebra Simulator 3D - African Horse Survival,3.0,19.0,0.0,"(0.0,)",Andrew Kudrin,9+,"('EN',)",93698048.0,"('Games', 'Strategy', 'Simulation')",2016-11-06,2017-03-04
Zebra Simulator 3D Full - African Horse Survival,0.0,0.0,179.99,"(0.0,)",Andrew Kudrin,9+,"('EN',)",93698048.0,"('Games', 'Simulation', 'Strategy')",2016-10-06,2017-04-04
Ramzan Cricket Pro,0.0,0.0,0.99,"(0.0,)",Game Neeti Technology Private Limited,4+,"('EN',)",15261696.0,"('Games', 'Sports', 'Strategy')",2016-01-07,2019-06-19
Tower Blocks - Deluxe Edition,0.0,0.0,0.0,"(0.0,)","Numatix, LLC",4+,"('EN',)",18847744.0,"('Games', 'Strategy', 'Casual', 'Entertainment')",2016-10-06,2016-10-06
Ramzan Cricket: Champ,0.0,0.0,0.0,"(0.0,)",Game Neeti Technology Private Limited,4+,"('EN',)",19406848.0,"('Games', 'Strategy', 'Sports')",2016-01-07,2019-06-20
Dreams Of Symphony,0.0,0.0,0.0,"(0.0,)",Vikash Patel,4+,"('EN',)",5402624.0,"('Games', 'Strategy', 'Family', 'Entertainment')",2016-06-24,2016-06-24
UFO Puzzle Ninja,0.0,0.0,0.0,"(0.0,)",andrew bell,4+,"('EN',)",31195136.0,"('Games', 'Puzzle', 'Strategy')",2016-10-06,2017-08-15
Cave Perfect Driver,0.0,0.0,0.0,"(0.0,)",Vikash Patel,4+,"('EN',)",5472256.0,"('Games', 'Entertainment', 'Trivia', 'Strategy')",2016-06-25,2016-06-25
Last Deliver Baseball Bat,0.0,0.0,0.0,"(0.0,)",Vikash Patel,4+,"('EN',)",5271552.0,"('Games', 'Strategy', 'Action', 'Entertainment')",2016-06-20,2016-06-20
Animal Sweets Move Circle,0.0,0.0,0.0,"(0.0,)",Vikash Patel,4+,"('EN',)",5431296.0,"('Games', 'Adventure', 'Entertainment', 'Strategy')",2016-06-19,2016-06-19
Paint According To Puzzle - Painter,0.0,0.0,0.0,"(0.0,)",Vikash Patel,4+,"('EN',)",5431296.0,"('Games', 'Entertainment', 'Puzzle', 'Strategy')",2016-06-18,2016-06-18
Exploration Destroy The Blocks,0.0,0.0,0.0,"(0.0,)",Vikash Patel,4+,"('EN',)",5423104.0,"('Games', 'Puzzle', 'Strategy', 'Entertainment')",2016-06-20,2016-06-20
Airport Guy,3.0,20.0,0.0,"(0.0,)",Rottz Games,4+,"('EN',)",89223168.0,"('Games', 'Simulation', 'Strategy', 'Entertainment')",2017-03-25,2017-03-28
Rolling Sun Goal,0.0,0.0,0.0,"(0.0,)",Vikash Patel,4+,"('EN',)",5582848.0,"('Games', 'Adventure', 'Strategy', 'Entertainment')",2016-06-24,2016-06-24
Animal Farm Make Them Safe Home,0.0,0.0,0.0,"(0.0,)",Vikash Patel,4+,"('EN',)",5591040.0,"('Games', 'Entertainment', 'Strategy', 'Adventure')",2016-06-19,2016-06-19
Make A Building Happy Faces,0.0,0.0,0.0,"(0.0,)",Vikash Patel,4+,"('EN',)",5316608.0,"('Games', 'Strategy', 'Entertainment', 'Adventure')",2016-06-15,2016-06-15
Hidden Objects Italy Spy Time,4.5,49.0,0.0,"(1.99,)",Detention Apps,4+,"('EN',)",77426688.0,"('Games', 'Strategy', 'Travel', 'Puzzle')",2016-09-06,2017-09-29
One Block Sudoku,0.0,0.0,0.0,"(0.0,)","Ancientec Co., Ltd.",4+,"('EN',)",19165184.0,"('Games', 'Education', 'Puzzle', 'Strategy')",2016-06-13,2016-06-13
Heroes Above: Sky Clash,0.0,0.0,0.0,"(4.99, 9.99, 19.99, 49.99, 99.99, 4.99)",FredBear Games LTD,9+,"('EN',)",191149056.0,"('Games', 'Action', 'Strategy', 'Entertainment')",2017-05-16,2017-05-16
Water Drops,0.0,0.0,0.99,"(0.0,)",ESPRIT,4+,"('EN',)",56747008.0,"('Games', 'Strategy', 'Casual')",2016-08-07,2016-08-07
BA Clash - MOBA,4.0,18.0,0.0,"(19.99, 0.99, 9.99)",Feerik Games,4+,"('EN',)",242695168.0,"('Games', 'Strategy', 'Entertainment', 'Action')",2016-06-25,2017-09-18
Hoop Loop,0.0,0.0,0.0,"(0.0,)","Numatix, LLC",4+,"('EN',)",25098240.0,"('Games', 'Strategy', 'Entertainment', 'Casual')",2016-10-06,2016-10-06
Alcohol Factory Simulator,4.0,68.0,0.0,"(0.99, 1.99, 0.99, 0.99, 1.99, 1.99, 0.99, 0.99, 0.99, 3.99)",appscraft,17+,"('EN', 'RU')",56167424.0,"('Games', 'Entertainment', 'Simulation', 'Strategy')",2016-06-21,2017-10-24
Super Bomb Destroyer - Boom Dynamite Block Game,0.0,0.0,0.0,"(0.0,)",Pruettanon Rattanalaoo,4+,"('EN',)",8359936.0,"('Games', 'Strategy', 'Puzzle', 'Entertainment')",2016-10-06,2016-09-19
Haunted Mansions Hidden Object \u2013 Spot Objects Game,4.0,11.0,0.99,"(0.0,)",Detention Apps,4+,"('EN',)",73465856.0,"('Games', 'Role Playing', 'Travel', 'Strategy')",2016-10-06,2016-09-15
Haunted Ghost Town Hidden Object \u2013 Mystery Towns Pic Spot Differences Objects Game,4.5,10.0,0.99,"(0.0,)",Detention Apps,4+,"('EN',)",66232320.0,"('Games', 'Travel', 'Puzzle', 'Strategy')",2016-06-13,2016-06-13
Amazing Crystal Legend,0.0,0.0,0.0,"(0.0,)",David Molenda,4+,"('EN',)",80917504.0,"('Games', 'Strategy', 'Entertainment', 'Puzzle')",2016-06-24,2016-06-09
Crystal Legends - Pieces Of Fortune,0.0,0.0,0.0,"(0.0,)",www.morefollowers.biz,4+,"('EN',)",77175808.0,"('Games', 'Strategy', 'Puzzle', 'Entertainment')",2016-07-18,2016-09-10
New York Graffiti Hidden Object - Pic Puzzle Spot Differences Spy Objects Kids Fun Game,4.5,10.0,0.99,"(0.0,)",Detention Apps,4+,"('EN',)",73392128.0,"('Games', 'Strategy', 'Puzzle', 'Travel')",2016-10-06,2016-10-06
Haunted Theme Park Hidden Object \u2013 Mystery Amusement Parks Pic Puzzle Objects Spot Differences,4.5,10.0,0.99,"(0.0,)",Detention Apps,4+,"('EN',)",91997184.0,"('Games', 'Strategy', 'Entertainment', 'Puzzle')",2016-10-06,2016-10-06
Haunted Towns Hidden Object \u2013 Secret Mystery Ghost Town Pic Puzzle Spot Differences Objects Game,4.0,9.0,0.99,"(0.0,)",Detention Apps,4+,"('EN',)",65063936.0,"('Games', 'Strategy', 'Puzzle', 'Entertainment')",2016-10-06,2016-10-06
Political Pitfalls - Path to the White House,5.0,16.0,0.0,"(1.99,)",Audacity Games Inc,9+,"('EN',)",261175296.0,"('Games', 'Strategy', 'News', 'Puzzle')",2016-06-30,2016-08-25
"Famous Cities Hidden Object \u2013 World Travel to New York, Paris, London & Pic Puzzle Spot Differences Objects Game",4.5,10.0,0.99,"(0.0,)",Detention Apps,4+,"('EN',)",92217344.0,"('Games', 'Travel', 'Puzzle', 'Strategy')",2016-11-06,2016-11-06
Stickman Army : The Defenders,4.5,219.0,0.0,"(1.99,)",PLAYTOUCH,12+,"('EN',)",29950976.0,"('Games', 'Strategy', 'Entertainment', 'Action')",2016-07-23,2018-11-26
Guide for Limax.io,0.0,0.0,0.0,"(0.99,)",LumiNet Kft.,12+,"('EN',)",42192896.0,"('Games', 'Productivity', 'Simulation', 'Strategy')",2016-06-14,2016-06-14
Mutant Turtles - Pizza Raid,0.0,0.0,0.0,"(2.99, 0.99, 1.99, 2.99)",Yosif Genchev,9+,"('AR', 'CA', 'CS', 'DA', 'NL', 'EN', 'FI', 'FR', 'DE', 'EL', 'HE', 'HU', 'ID', 'IT', 'JA', 'KO', 'MS', 'NB', 'PL', 'PT', 'RO', 'RU', 'ZH', 'SK', 'ES', 'SV', 'TH', 'ZH', 'TR', 'UK', 'VI')",61155328.0,"('Games', 'Entertainment', 'Adventure', 'Strategy')",2016-06-13,2016-06-13
Cat Simulator: Cute Pet 3D,3.5,23.0,0.0,"(0.0,)",Andrew Kudrin,9+,"('EN',)",117739520.0,"('Games', 'Simulation', 'Strategy')",2016-06-17,2017-05-04
"Cat Simulator: Cute Pet 3D Full - Be a kitten, tease a dog!",0.0,0.0,179.99,"(0.0,)",Andrew Kudrin,9+,"('EN',)",99716096.0,"('Games', 'Simulation', 'Strategy')",2016-06-18,2016-06-18
Turret Fusion,4.5,165.0,0.0,"(1.99, 0.99, 0.99, 0.99, 2.99, 0.99, 0.99, 1.99, 0.99)",M LE KRUPA & T.J LEE,9+,"('EN',)",84757504.0,"('Games', 'Strategy', 'Casual')",2016-10-07,2019-05-27
Duel Of Tanks,0.0,0.0,0.0,"(0.0,)",Aleksey Tselinko,4+,"('EN',)",320562176.0,"('Games', 'Strategy', 'Casual')",2016-10-06,2016-10-06
Tower of Hanoi - Mathematical Puzzle,0.0,0.0,0.0,"(0.0,)",Yuki Takeda,4+,"('EN', 'JA')",25321472.0,"('Games', 'Entertainment', 'Puzzle', 'Strategy')",2016-10-06,2017-04-26
Block Puzzle Legend Classic - 10/10 jigsaw logic,0.0,0.0,0.0,"(0.0,)",Nang Nguyen,4+,"('EN',)",49090560.0,"('Games', 'Strategy', 'Puzzle')",2016-02-11,2016-02-11
Precise Gap,5.0,7.0,0.0,"(0.0,)",Amen Parham,4+,"('EN',)",12983296.0,"('Games', 'Strategy', 'Casual', 'Entertainment')",2016-06-14,2016-09-08
Letter Boxes,5.0,27.0,0.0,"(1.99, 0.99, 1.99)",GammaLateral LLC,4+,"('EN',)",41341952.0,"('Games', 'Puzzle', 'Strategy')",2016-06-27,2017-09-10
KnockDown Ball,0.0,0.0,0.0,"(0.0,)",jash entertainment,4+,"('EN',)",119608320.0,"('Games', 'Strategy', 'Family')",2016-06-17,2016-06-17
"""Pirate Hunter's Ocean Defense""",0.0,0.0,0.0,"(0.0,)",Lina Chen,4+,"('EN', 'ZH')",18153472.0,"('Games', 'Education', 'Strategy', 'Adventure')",2016-06-13,2016-06-13
Legion of Warrior,0.0,0.0,0.0,"(9.99, 0.99, 19.99)",Giang Tran,9+,"('EN',)",185683968.0,"('Games', 'Casual', 'Entertainment', 'Strategy')",2016-06-22,2016-07-20
Candy Yummy - 3 match puzzle blast game,0.0,0.0,0.0,"(4.99, 1.99)",Sun Ning,4+,"('EN',)",85876736.0,"('Games', 'Family', 'Strategy', 'Entertainment')",2016-06-14,2016-06-14
One Block Color Sudoku,0.0,0.0,0.0,"(0.0,)",Subbhaash Sivakumar,4+,"('EN',)",21448704.0,"('Games', 'Puzzle', 'Education', 'Strategy')",2016-06-13,2017-10-04
Beach Defense: Hero Dream,0.0,0.0,0.0,"(0.99,)",Zhenyu Zhang,9+,"('EN', 'ZH', 'ZH')",81180672.0,"('Games', 'Strategy', 'Action')",2018-09-13,2018-09-13
"Oil, Inc.- Idle Clicker Tycoon",4.5,151.0,0.0,"(0.99, 1.99, 1.99, 4.99, 1.99, 9.99, 0.99, 14.99, 0.99, 4.99)",Rapid Turtle Games,4+,"('AR', 'HY', 'BN', 'BG', 'CA', 'HR', 'CS', 'DA', 'NL', 'EN', 'FI', 'FR', 'DE', 'EL', 'GU', 'HE', 'HI', 'HU', 'ID', 'IT', 'JA', 'KN', 'KO', 'MS', 'MR', 'NB', 'FA', 'PL', 'PT', 'RO', 'RU', 'SR', 'ZH', 'SK', 'ES', 'SV', 'TL', 'TA', 'TH', 'ZH', 'TR', 'UK', 'UR', 'VI')",133462016.0,"('Games', 'Simulation', 'Strategy')",2016-11-18,2019-06-27
AKUMA\u5927\u6226 -\u60aa\u9b54\u3092\u5408\u4f53\u53ec\u559a\u3057\u3066\u9b54\u738b\u3092\u80b2\u6210\u3059\u308b\u653e\u7f6e\u30b2\u30fc\u30e0-,0.0,0.0,0.0,"(6.99, 0.99, 2.99, 4.99)",MASK APP LLC,4+,"('EN',)",69208064.0,"('Games', 'Strategy', 'Simulation', 'Entertainment')",2016-07-27,2017-10-05
THEFT Inc. Stealth Thief Game,4.0,48.0,0.0,"(0.0,)",Rabbit Mountain,12+,"('EN',)",164616192.0,"('Games', 'Simulation', 'Strategy')",2016-06-14,2016-07-29
Soccer Pocket Manager 2019,4.0,8.0,0.0,"(3.99, 0.99, 1.99, 14.99, 6.99, 2.99, 1.99, 35.99, 0.99, 0.99)",York Burkhardt,4+,"('EN', 'FR', 'DE', 'PL', 'ES')",39069696.0,"('Games', 'Sports', 'Sports', 'Strategy')",2016-06-21,2019-08-04
Winter Raven Fighters,0.0,0.0,1.99,"(0.0,)",Paulina Miazga,12+,"('EN',)",160263168.0,"('Games', 'Simulation', 'Strategy')",2016-06-29,2016-06-29
FlipPix Jigsaw - Eye Candy,0.0,0.0,1.99,"(0.0,)",GabySoft,4+,"('EN',)",23433216.0,"('Games', 'Strategy', 'Entertainment', 'Puzzle')",2016-06-14,2016-06-14
Space Rescue Flying,0.0,0.0,0.0,"(0.0,)",Vikash Patel,4+,"('EN',)",6254592.0,"('Games', 'Strategy', 'Entertainment', 'Adventure')",2016-06-26,2016-06-26
River Land Alarm,0.0,0.0,0.0,"(0.0,)",Vikash Patel,4+,"('EN',)",6418432.0,"('Games', 'Strategy', 'Adventure', 'Entertainment')",2016-03-07,2016-03-07
Pocket Star Saga,0.0,0.0,0.99,"(0.99, 2.99, 5.99, 9.99, 19.99)",Chengdu Jia Xiang Science and Technology Ltd.,12+,"('EN',)",45924352.0,"('Games', 'Strategy', 'Adventure')",2016-04-09,2016-04-09
Jelly Garden Blast,2.5,6.0,0.0,"(0.99, 4.99, 9.99, 14.99)",Adam Irvine,4+,"('EN',)",134845440.0,"('Games', 'Entertainment', 'Puzzle', 'Strategy')",2016-06-15,2016-06-15
Gem Swap Mania - Jewels Collect 2016 Edition,0.0,0.0,0.0,"(0.0,)",TRAN HONG HANH,4+,"('EN',)",24604672.0,"('Games', 'Entertainment', 'Casual', 'Strategy')",2016-06-15,2016-06-15
Retro Battle Tanks,0.0,0.0,0.0,"(0.0,)",Asfia sultana,4+,"('EN',)",76247040.0,"('Games', 'Strategy', 'Entertainment', 'Adventure')",2016-06-16,2016-06-16
Magic Nightfall,4.5,292.0,0.0,"(1.99, 9.99, 19.99, 0.99, 11.99, 9.99, 49.99, 99.99, 0.99, 1.99)",Grupo Promineo S.L.,4+,"('CA', 'HR', 'CS', 'DA', 'NL', 'EN', 'FI', 'FR', 'DE', 'EL', 'HU', 'ID', 'IT', 'JA', 'KO', 'MS', 'NB', 'PL', 'PT', 'RO', 'RU', 'ZH', 'SK', 'ES', 'SV', 'TH', 'ZH', 'TR', 'UK', 'VI')",193044480.0,"('Games', 'Strategy', 'Puzzle')",2016-10-19,2018-09-19
Ramsha,0.0,0.0,0.0,"(0.0,)",Muhammad Magadla,4+,"('EN',)",43241472.0,"('Games', 'Puzzle', 'Strategy')",2019-05-17,2019-05-31
Checkers Plus - Board Game,4.0,16.0,0.0,"(3.99,)",Spaghetti Interactive,17+,"('EN',)",106637312.0,"('Games', 'Social Networking', 'Strategy', 'Board')",2017-01-31,2019-01-08
Chess Plus - Board Game,4.5,12.0,0.0,"(3.99,)",Spaghetti Interactive,17+,"('EN',)",112735232.0,"('Games', 'Board', 'Strategy', 'Social Networking')",2017-07-24,2019-01-08
Sheep Legion - turn-based tactical RPG game,0.0,0.0,0.0,"(7.99, 3.99)",Crab Soft,4+,"('DA', 'NL', 'EN', 'FR', 'DE', 'IT', 'JA', 'KO', 'PT', 'RU', 'ZH', 'ES', 'TH', 'ZH', 'VI')",64894976.0,"('Games', 'Role Playing', 'Entertainment', 'Strategy')",2016-04-10,2017-07-08
AniMonsters,0.0,0.0,0.0,"(0.99,)",Funtomic (2008) LTD,12+,"('EN',)",467891200.0,"('Games', 'Role Playing', 'Strategy')",2016-04-09,2016-04-09
City Play Premium,0.0,0.0,1.99,"(0.0,)",FrameLineNetwork Kft.,4+,"('EN',)",111176704.0,"('Games', 'Simulation', 'Entertainment', 'Strategy')",2016-06-15,2016-06-15
My Colony,4.0,682.0,0.0,"(4.99,)",Brandon Stecklein,4+,"('EN',)",131994624.0,"('Games', 'Simulation', 'Strategy')",2016-10-18,2019-02-07
Slayaway Camp,5.0,1235.0,2.99,"(1.99, 0.99)",Blue Wizard Digital LP,17+,"('EN',)",224284672.0,"('Games', 'Strategy', 'Puzzle')",2017-02-14,2017-10-23
TETCUBE 3D,0.0,0.0,0.0,"(1.99,)",ArgeWorld,4+,"('EN',)",119378944.0,"('Games', 'Entertainment', 'Strategy', 'Puzzle')",2016-06-16,2018-01-22
Napoleon Fight Strategy,0.0,0.0,0.0,"(0.0,)",Vikash Patel,9+,"('EN',)",6266880.0,"('Games', 'Strategy', 'Entertainment', 'Adventure')",2016-03-07,2016-03-07
