id,merchant_id,customer_id,coupon_id,bill_amount,ts
5021,127,492,192,2100,2017-12-29 15:36:26
5022,177,1373,96,3000,2018-07-07 17:17:05
5023,100,10,124,1400,2017-11-23 11:13:49
5024,110,174,23,3400,2018-10-17 10:36:30
5025,9,1243,377,1900,2018-10-09 07:55:10
5026,167,214,354,4000,2018-04-15 15:36:36
5027,41,1468,322,3300,2018-03-27 05:13:46
5028,175,907,198,4500,2017-06-27 14:12:14
5029,110,832,179,200,2018-08-20 09:47:54
5030,142,3,273,3300,2018-04-27 05:47:01
5031,184,1384,270,4100,2019-02-27 03:14:30
5032,156,968,60,3200,2017-05-26 01:24:22
5033,35,137,78,4600,2017-04-23 17:58:10
5034,157,630,41,700,2019-01-09 15:54:31
5035,85,1091,352,4100,2017-10-07 08:58:14
5036,141,1165,102,700,2018-06-03 05:14:25
5037,120,349,106,800,2017-04-27 11:21:10
5038,72,128,66,3100,2017-08-16 17:04:49
5039,93,1387,399,3100,2017-09-09 14:07:14
5040,49,1302,86,2800,2017-12-17 03:16:55
5041,116,1233,388,900,2017-08-16 00:42:31
5042,29,1477,239,2900,2017-07-07 18:17:29
5043,116,122,182,4100,2019-02-07 01:13:17
5044,61,1147,244,500,2019-02-05 16:27:49
5045,11,568,321,2600,2018-03-13 06:30:37
5046,127,1001,159,4600,2017-09-22 16:24:44
5047,128,204,286,4300,2018-10-02 18:36:20
5048,65,517,355,2300,2017-07-16 16:58:10
5049,166,1343,241,100,2017-08-19 11:17:01
5050,92,1093,292,4300,2018-12-01 00:07:27
5051,111,267,122,2300,2018-11-14 22:09:21
5052,167,1325,201,300,2019-03-12 11:19:11
5053,122,810,308,100,2018-09-26 03:09:44
5054,197,533,14,1500,2018-05-30 16:10:44
5055,44,540,200,3700,2017-05-15 09:50:25
5056,196,787,28,4400,2018-12-04 02:44:04
5057,193,1414,26,400,2018-10-24 20:57:46
5058,51,629,3,3200,2017-04-16 16:11:15
5059,62,176,169,1000,2017-12-27 07:34:27
5060,23,1287,322,1800,2018-01-17 18:54:12
5061,45,1372,379,5000,2017-07-26 18:09:20
5062,2,753,243,3200,2018-11-10 21:32:35
5063,186,445,210,400,2018-07-09 10:04:01
5064,174,821,254,700,2017-11-14 07:20:06
5065,53,1050,317,3300,2017-06-08 16:37:59
5066,145,157,138,2500,2018-06-19 05:42:26
5067,100,653,146,3600,2017-11-23 00:57:11
5068,143,1080,350,3100,2017-04-06 08:39:28
5069,136,240,1,3400,2018-09-10 00:55:24
5070,156,135,360,2100,2019-03-11 13:36:14
5071,169,1467,179,3300,2018-06-21 17:37:56
5072,133,1360,139,2300,2017-08-27 10:38:27
5073,15,1380,109,3800,2017-07-29 20:17:50
5074,172,1417,83,2200,2018-09-20 19:56:07
5075,26,548,326,2500,2018-09-04 20:58:23
5076,21,667,172,3100,2018-01-18 13:18:21
5077,195,932,307,600,2018-02-07 04:10:36
5078,114,1237,330,3900,2018-02-10 04:23:44
5079,177,254,100,3200,2017-08-27 11:52:14
5080,84,600,228,2100,2017-09-23 11:22:13
5081,191,178,184,2200,2018-10-24 12:26:08
5082,153,921,92,2000,2017-07-17 14:29:04
5083,136,912,319,2800,2018-03-26 17:54:50
5084,40,628,357,2900,2018-12-31 07:55:25
5085,44,1256,235,3800,2017-07-04 08:36:27
5086,199,906,388,1700,2018-10-23 01:23:39
5087,36,564,118,1200,2019-03-09 01:03:38
5088,5,1272,85,1800,2018-09-16 10:47:33
5089,113,308,171,1300,2017-04-04 15:36:28
5090,38,242,115,2200,2018-03-21 16:59:23
5091,189,968,159,2400,2018-04-06 05:20:13
5092,164,1129,334,2400,2017-11-28 14:45:10
5093,144,15,263,2800,2018-03-24 16:15:01
5094,40,1167,283,2500,2018-05-02 19:34:43
5095,12,811,397,700,2017-04-07 20:59:21
5096,193,1380,342,2300,2019-01-18 11:23:55
5097,39,1289,148,2800,2018-04-24 11:37:14
5098,163,392,273,1300,2019-03-16 01:49:56
5099,140,833,386,1800,2018-01-01 22:10:39
5100,112,326,338,3500,2018-08-14 13:57:40
5101,170,178,235,5000,2017-05-22 02:14:08
5102,50,764,223,300,2018-09-29 06:39:30
5103,69,933,279,5000,2017-10-05 15:20:30
5104,65,1494,207,2800,2018-05-14 20:26:19
5105,173,1247,192,3400,2017-08-24 03:29:53
5106,57,10,74,4800,2017-06-27 11:06:17
5107,137,1057,398,500,2018-06-01 03:55:32
5108,127,1288,86,2600,2017-09-01 21:06:05
5109,24,91,302,4300,2018-04-01 03:50:56
5110,25,54,395,2700,2018-07-15 14:17:42
5111,29,777,138,300,2018-12-22 11:07:40
5112,55,272,301,3300,2018-05-18 08:34:50
5113,134,1387,100,200,2018-03-27 07:52:23
5114,111,760,329,4900,2019-01-10 17:46:35
5115,4,1150,239,700,2017-05-16 12:28:51
5116,160,386,377,1500,2017-12-22 04:06:43
5117,59,1290,48,4300,2018-08-07 11:53:29
5118,128,260,268,100,2018-11-16 20:06:54
5119,182,640,305,2100,2019-03-26 04:11:01
5120,114,1415,296,2000,2017-06-04 17:05:56
5121,8,1038,90,4700,2019-01-21 15:50:12
5122,51,169,37,600,2018-08-21 14:08:21
5123,43,1192,170,800,2018-11-12 11:40:48
5124,40,250,177,2300,2018-01-27 20:14:05
5125,85,960,59,1300,2019-03-17 20:41:37
5126,10,316,279,2600,2019-01-31 07:27:54
5127,26,471,334,800,2018-03-21 20:39:38
5128,94,178,219,700,2017-05-14 01:27:42
5129,117,1114,116,600,2017-10-14 13:30:52
5130,126,484,229,1300,2018-07-11 23:10:00
5131,81,309,254,4000,2018-10-07 01:01:32
5132,146,1183,300,2400,2017-08-25 07:04:30
5133,29,615,175,1500,2017-06-08 08:50:42
5134,178,1238,372,4000,2017-05-08 01:48:41
5135,197,16,142,3100,2018-01-31 19:10:44
5136,65,679,309,3800,2018-06-14 09:36:29
5137,51,586,56,2800,2018-08-27 08:32:17
5138,160,1007,358,1600,2019-02-06 23:31:55
5139,80,174,387,2500,2017-09-03 11:52:04
5140,106,1237,72,3500,2018-04-11 21:01:19
5141,45,1255,336,3500,2017-04-09 00:01:59
5142,33,1259,102,3400,2018-04-20 21:30:53
5143,179,1425,282,3200,2018-03-31 06:00:51
5144,4,593,284,100,2018-01-01 21:46:10
5145,190,473,17,4100,2017-08-12 02:23:29
5146,45,402,350,900,2018-01-18 04:41:19
5147,160,380,18,400,2017-05-27 23:09:23
5148,131,1309,343,2900,2017-07-15 13:22:59
5149,53,598,58,2400,2017-12-01 07:44:17
5150,129,149,199,4700,2018-04-10 07:48:19
5151,152,1212,297,1600,2017-11-18 12:33:35
5152,95,475,369,300,2018-02-17 18:12:08
5153,102,1475,361,3200,2018-05-12 10:22:34
5154,75,407,278,2200,2018-03-06 21:28:14
5155,55,1090,201,2900,2017-11-27 14:30:49
5156,54,1002,197,3600,2017-09-30 03:12:55
5157,137,1479,205,4000,2019-03-01 20:42:03
5158,98,911,280,2600,2018-09-10 14:57:52
5159,29,628,91,1100,2018-04-01 16:51:51
5160,41,1138,279,2400,2018-01-04 15:02:30
5161,142,608,119,4300,2017-09-01 11:41:11
5162,17,295,260,2400,2018-05-20 03:02:29
5163,182,776,65,3600,2017-05-24 07:55:25
5164,127,395,200,1000,2018-12-30 19:41:14
5165,17,1360,286,1100,2018-12-10 16:48:29
5166,69,209,153,1200,2018-02-03 21:09:48
5167,156,1073,222,500,2018-10-23 11:51:00
5168,174,880,209,4500,2017-12-05 22:20:12
5169,177,224,164,600,2017-04-20 20:32:36
5170,157,521,33,4800,2019-01-23 06:06:18
5171,199,910,24,2100,2018-05-22 19:00:27
5172,91,1330,245,1700,2017-10-16 22:57:14
5173,14,1407,265,600,2018-08-31 21:04:15
5174,100,758,10,4600,2017-04-15 14:52:19
5175,163,1052,210,1200,2019-01-19 00:56:58
5176,47,374,144,1800,2018-09-21 02:26:29
5177,176,440,209,1100,2018-04-10 08:41:58
5178,114,1477,36,3400,2018-07-15 17:36:54
5179,55,333,234,4200,2018-06-20 07:03:16
5180,101,1397,254,3300,2019-01-01 23:24:54
5181,86,1195,76,100,2017-07-02 02:20:03
5182,137,634,65,800,2017-07-01 07:02:18
5183,189,1157,112,3900,2017-08-14 00:09:51
5184,21,194,26,400,2018-09-28 13:13:24
5185,43,1226,194,4300,2017-06-05 13:50:53
5186,156,1420,31,400,2018-06-04 00:04:47
5187,96,1053,85,700,2017-12-16 17:41:30
5188,37,1424,216,4700,2019-01-27 15:01:40
5189,60,1184,302,2500,2018-11-09 13:35:17
5190,49,519,282,3800,2018-10-29 07:26:59
5191,36,682,375,4300,2018-02-18 16:50:21
5192,153,83,143,2400,2018-12-07 06:50:34
5193,143,128,328,4700,2017-12-04 14:35:29
5194,110,249,95,200,2018-09-17 18:04:43
5195,184,651,135,2200,2018-04-29 10:26:16
5196,198,691,383,2600,2019-03-18 01:01:22
5197,163,279,100,2100,2017-12-24 02:17:26
5198,135,569,367,800,2017-10-25 12:57:36
5199,95,200,118,2500,2019-03-20 14:40:43
5200,176,390,9,3300,2019-01-28 11:11:33
5201,157,1025,340,2900,2017-05-05 13:31:36
5202,139,1074,279,5000,2017-07-19 04:51:39
5203,100,1041,295,2200,2018-04-01 16:57:07
5204,164,1150,8,600,2018-08-17 09:36:12
5205,95,1167,103,3800,2019-02-22 18:56:24
5206,28,471,376,2500,2018-10-21 11:47:49
5207,146,241,4,4400,2017-12-18 15:06:10
5208,157,852,93,1300,2018-03-17 13:54:25
5209,58,1463,258,3000,2018-07-08 18:12:55
5210,19,1192,67,2900,2017-04-17 15:03:41
5211,110,1069,221,300,2017-12-28 06:12:33
5212,118,807,203,2400,2018-09-20 15:33:27
5213,124,914,380,2900,2019-02-01 14:53:10
5214,129,1439,123,800,2019-02-02 04:39:16
5215,151,883,336,300,2018-06-21 18:17:27
5216,32,23,187,2100,2018-07-06 09:12:09
5217,32,1273,391,4700,2017-07-11 02:55:27
5218,11,915,252,4800,2019-01-12 21:20:04
5219,147,499,175,3700,2019-02-24 11:26:25
5220,6,638,255,1600,2018-03-13 03:34:58
5221,3,514,59,2400,2017-05-03 05:39:32
5222,149,12,70,900,2018-01-27 19:49:27
5223,94,271,33,600,2018-02-05 06:35:56
5224,194,1410,120,4500,2017-05-09 01:59:59
5225,142,393,61,2600,2018-03-25 11:53:58
5226,166,167,19,1900,2018-11-18 16:15:54
5227,186,485,187,4100,2018-04-19 07:07:52
5228,15,1160,3,3800,2018-06-16 01:23:18
5229,6,495,380,400,2018-10-06 00:18:40
5230,167,1112,227,2700,2018-01-10 05:28:04
5231,129,739,126,1700,2017-12-04 18:09:18
5232,159,279,203,700,2017-10-13 11:39:50
5233,24,1281,248,2300,2018-10-21 18:13:54
5234,30,1128,101,1200,2018-12-24 01:49:24
5235,76,546,203,4300,2018-11-06 15:34:27
5236,180,524,379,1900,2018-06-24 04:37:08
5237,90,592,47,3800,2018-02-14 22:55:38
5238,31,835,191,2300,2018-05-25 03:43:12
5239,191,708,351,4400,2017-06-28 02:09:03
5240,121,373,344,2000,2017-12-19 04:24:05
5241,79,644,379,2600,2018-08-26 22:00:26
5242,9,851,331,2800,2017-10-09 11:46:25
5243,128,1096,66,2500,2017-10-27 17:16:53
5244,197,124,357,3000,2018-10-29 16:53:02
5245,94,905,62,2200,2018-01-18 06:06:18
5246,188,1202,78,2600,2018-07-08 03:30:13
5247,57,908,399,1100,2017-12-25 20:04:25
5248,150,1095,43,200,2018-01-09 13:59:03
5249,36,961,68,300,2017-08-05 12:21:42
5250,33,29,179,4300,2018-02-18 13:01:12
5251,147,298,52,800,2017-07-03 13:06:47
5252,95,54,325,1900,2019-01-13 12:03:31
5253,157,952,44,2300,2018-02-03 19:00:09
5254,91,810,106,3000,2017-07-07 13:37:39
5255,70,521,117,3500,2017-07-03 15:18:24
5256,165,701,341,3200,2017-10-17 15:06:51
5257,177,1429,181,2800,2017-12-26 07:44:00
5258,145,1399,239,2900,2017-05-23 09:32:41
5259,5,534,131,1700,2017-09-04 11:32:07
5260,102,823,261,1200,2018-07-21 10:33:43
5261,166,41,231,3600,2017-09-14 21:47:14
5262,67,1202,180,200,2018-04-03 22:26:25
5263,19,595,117,4300,2017-07-31 15:14:59
5264,87,979,66,1100,2018-01-13 08:47:21
5265,4,750,130,1400,2018-08-25 20:33:45
5266,44,1228,273,2800,2017-04-02 02:07:23
5267,71,303,112,3500,2018-09-09 00:08:28
5268,112,552,161,1800,2018-01-12 03:32:31
5269,185,1463,368,4200,2018-11-27 03:51:51
5270,32,653,42,2400,2017-08-04 07:31:24
5271,151,1146,13,4000,2018-02-05 07:04:15
5272,21,1246,383,2400,2018-01-24 12:04:45
5273,135,539,368,4000,2019-01-21 02:36:46
5274,120,1153,52,3600,2018-05-29 18:42:59
5275,40,1386,398,2800,2018-07-29 00:18:07
5276,117,1385,355,2700,2018-06-11 12:08:27
5277,24,1080,202,4800,2018-08-27 19:56:05
5278,117,502,33,500,2017-11-23 16:47:40
5279,156,66,112,4900,2019-02-08 07:36:59
5280,30,1186,398,4600,2018-03-16 01:21:55
5281,13,525,100,1800,2017-08-25 07:08:02
5282,117,1412,195,1500,2018-04-02 22:05:29
5283,17,1491,291,200,2018-10-19 15:03:47
5284,44,570,49,3100,2017-10-05 11:05:47
5285,48,1477,13,2800,2018-04-13 08:27:18
5286,95,1444,262,1500,2017-12-07 10:54:50
5287,146,630,136,4100,2018-07-09 10:35:08
5288,93,142,144,1600,2019-02-06 23:56:00
5289,3,664,301,2200,2018-04-21 00:46:35
5290,76,517,263,600,2017-09-23 09:40:43
5291,41,1049,261,200,2018-03-04 19:52:46
5292,156,305,285,4500,2018-10-05 05:58:07
5293,47,451,375,1200,2018-02-20 01:05:07
5294,73,678,395,1700,2018-06-27 05:19:02
5295,90,452,231,4000,2017-06-05 04:58:45
5296,108,163,262,3000,2018-05-03 01:38:23
5297,66,253,355,700,2018-11-21 11:16:55
5298,124,777,162,4000,2018-02-19 01:40:48
5299,94,744,359,4800,2017-06-05 21:18:02
5300,31,1115,273,1900,2018-08-24 12:44:20
5301,71,1248,378,2100,2017-06-19 16:32:59
5302,126,693,328,2300,2019-01-29 16:12:53
5303,185,1433,278,3400,2018-02-06 08:57:12
5304,140,1158,257,2800,2019-03-09 20:43:29
5305,28,330,320,4800,2019-03-06 10:23:23
5306,184,735,311,4300,2019-03-29 05:25:55
5307,33,389,252,4700,2018-12-13 03:03:36
5308,48,171,86,3200,2018-01-08 15:07:34
5309,80,961,370,4400,2017-12-16 00:52:18
5310,20,1390,246,2000,2017-06-28 01:48:21
5311,100,418,225,1100,2017-05-11 15:21:49
5312,59,464,284,5000,2018-05-12 16:22:52
5313,63,1155,100,4900,2018-06-20 22:14:41
5314,61,1232,367,3500,2018-01-20 11:46:49
5315,134,995,124,500,2018-09-12 01:50:37
5316,114,63,352,4600,2017-07-05 06:27:29
5317,75,38,290,1100,2017-05-16 21:41:13
5318,167,840,357,600,2017-04-14 20:14:54
5319,63,1067,224,2600,2018-06-07 23:44:52
5320,146,481,379,2600,2018-03-11 13:36:43
5321,79,637,114,2500,2017-09-24 03:01:21
5322,153,657,248,5000,2018-11-18 17:59:12
5323,81,1325,386,4300,2017-11-09 02:08:33
5324,14,881,43,3800,2017-07-10 11:39:56
5325,128,44,243,2000,2019-01-18 20:45:20
5326,196,774,372,3100,2018-03-16 21:00:15
5327,77,385,258,2400,2019-02-06 02:40:49
5328,3,472,361,4600,2017-08-06 23:10:04
5329,160,364,29,3600,2018-05-31 02:04:53
5330,75,1379,20,4200,2018-06-14 06:19:53
5331,138,486,394,3200,2018-12-26 10:14:52
5332,148,535,334,900,2018-12-14 02:55:56
5333,138,823,263,1500,2017-05-09 08:30:10
5334,56,1122,194,2700,2017-06-11 14:13:35
5335,78,1225,336,100,2018-02-05 14:23:05
5336,58,1438,94,4000,2019-01-02 21:03:38
5337,73,1282,231,2200,2018-07-04 18:51:34
5338,24,362,221,1200,2018-01-28 22:57:56
5339,26,486,21,500,2017-08-15 22:32:53
5340,80,1093,215,900,2018-05-04 06:52:59
5341,117,938,152,400,2019-02-01 05:44:39
5342,121,237,178,4100,2018-10-06 18:36:56
5343,99,994,76,3900,2017-05-20 05:55:23
5344,27,1395,70,2400,2017-08-11 20:44:39
5345,150,1382,383,5000,2018-09-02 01:04:01
5346,83,524,308,1100,2018-07-07 08:12:08
5347,121,1330,127,4300,2017-11-10 00:56:10
5348,60,1421,166,700,2017-05-14 23:09:17
5349,7,1230,255,2700,2018-01-07 03:43:48
5350,167,1381,178,4500,2017-09-20 15:19:55
5351,189,726,292,200,2018-10-04 01:20:28
5352,86,20,323,500,2017-12-05 03:24:11
5353,132,1128,299,1200,2017-11-15 10:50:57
5354,41,765,106,1800,2018-06-19 12:41:48
5355,149,182,356,4800,2017-12-17 16:42:54
5356,113,1048,400,1500,2018-12-09 20:04:49
5357,87,460,141,4200,2018-01-01 16:46:40
5358,162,652,38,1700,2018-05-19 22:06:47
5359,139,249,42,4500,2018-06-27 03:51:17
5360,18,1245,201,2400,2018-12-05 17:49:40
5361,111,1464,152,1700,2019-03-01 05:30:56
5362,66,546,166,4800,2017-12-14 22:01:06
5363,9,120,50,4100,2017-06-28 21:06:05
5364,111,163,380,1200,2017-12-19 03:33:00
5365,99,817,320,3500,2018-03-27 10:01:26
5366,25,1154,376,2000,2018-07-22 20:47:43
5367,39,809,214,3400,2017-06-20 01:06:39
5368,196,562,213,3500,2017-11-06 22:50:47
5369,110,221,69,600,2018-05-29 18:45:46
5370,121,353,346,3200,2017-06-13 14:15:00
5371,198,1263,53,1700,2017-11-09 07:43:22
5372,33,226,97,4500,2017-04-16 18:12:15
5373,77,265,124,4900,2017-05-13 15:17:14
5374,33,1416,55,1600,2018-01-29 23:54:13
5375,184,1368,100,1100,2018-07-18 03:31:56
5376,125,1396,90,3300,2017-08-26 05:19:37
5377,126,1027,322,1400,2017-08-11 00:39:29
5378,11,831,372,3900,2018-01-31 09:36:14
5379,147,66,8,3700,2017-08-18 12:50:49
5380,136,998,149,300,2019-03-18 20:43:28
5381,98,1367,48,3900,2018-02-08 13:54:50
5382,51,894,349,3500,2017-12-25 10:11:27
5383,127,1409,156,900,2018-01-24 11:46:19
5384,157,88,162,3400,2018-10-08 17:23:49
5385,186,162,317,600,2019-03-29 13:07:03
5386,49,3,218,400,2018-10-24 05:13:23
5387,103,257,224,1800,2018-01-14 22:16:23
5388,158,1110,103,4200,2018-03-08 03:32:33
5389,185,1400,91,2700,2018-10-14 16:03:55
5390,50,750,115,4000,2018-05-03 15:18:04
5391,20,68,180,2900,2019-01-13 15:22:28
5392,74,1491,276,1100,2017-07-23 13:41:42
5393,190,144,20,1400,2017-10-22 13:07:03
5394,14,200,390,4600,2018-05-19 06:11:49
5395,62,247,14,1600,2017-09-20 11:06:41
5396,138,559,344,5000,2017-05-09 09:35:19
5397,153,183,398,3200,2019-01-14 04:49:02
5398,115,565,128,1300,2018-01-25 00:28:51
5399,154,1222,233,2400,2018-06-28 00:07:00
5400,115,886,267,2800,2019-03-07 21:00:36
5401,192,921,258,1000,2017-04-06 05:43:21
5402,180,993,233,100,2019-02-12 01:02:10
5403,40,26,165,1100,2019-01-06 08:31:39
5404,16,293,103,3800,2018-09-26 18:33:05
5405,109,1429,35,2700,2018-05-24 05:41:09
5406,118,1430,164,3800,2018-07-12 18:13:12
5407,45,724,119,400,2019-01-20 13:07:23
5408,184,1392,395,1000,2017-09-17 08:38:04
5409,165,11,31,500,2018-05-07 21:47:15
5410,37,222,255,4500,2018-09-12 14:57:19
5411,131,692,345,4400,2017-10-06 14:56:41
5412,142,430,4,1900,2018-10-02 19:19:52
5413,70,618,121,4900,2019-01-25 03:10:10
5414,153,1062,313,2700,2018-08-31 11:28:12
5415,178,40,333,1900,2017-07-23 16:41:20
5416,28,1196,60,4600,2019-01-24 11:33:09
5417,94,993,398,1600,2017-08-23 18:38:57
5418,42,443,135,4700,2018-07-04 14:25:29
5419,178,5,280,3700,2018-11-03 02:24:26
5420,31,908,376,100,2017-08-11 02:36:13
5421,116,374,77,5000,2018-08-09 12:11:25
5422,16,1418,179,1200,2017-10-08 17:02:01
5423,61,54,390,700,2018-10-07 09:22:08
5424,9,600,104,2400,2018-02-13 12:05:55
5425,62,862,121,1100,2017-11-17 08:33:36
5426,54,1128,354,4600,2018-09-01 08:27:15
5427,135,264,297,600,2019-02-24 17:22:51
5428,117,685,210,2000,2018-01-16 18:54:21
5429,107,732,305,2500,2018-07-24 17:02:34
5430,17,1204,334,1700,2018-10-27 21:41:07
5431,188,158,252,600,2017-05-04 01:19:01
5432,15,153,81,1100,2017-06-30 13:18:07
5433,183,855,147,3100,2017-10-29 14:47:14
5434,85,915,48,3000,2018-06-02 09:14:42
5435,37,84,343,4600,2018-04-11 03:49:18
5436,124,1428,45,2500,2018-09-25 22:22:57
5437,175,112,321,3800,2018-07-29 04:51:05
5438,136,869,167,1400,2018-12-03 19:22:23
5439,100,1226,113,4400,2018-06-28 05:13:12
5440,149,1111,195,2700,2017-08-02 09:31:19
5441,127,200,273,4700,2018-08-20 10:14:30
5442,20,694,377,4500,2017-09-13 00:06:38
5443,37,1035,96,300,2018-08-10 08:41:16
5444,136,403,229,900,2019-02-22 18:38:17
5445,121,661,184,2200,2018-05-21 20:16:37
5446,72,821,253,200,2018-06-19 14:18:53
5447,113,1006,165,4500,2018-12-21 05:57:43
5448,66,471,175,400,2018-08-12 09:17:15
5449,24,832,247,4200,2017-06-07 11:22:46
5450,61,1132,287,2800,2018-05-18 21:08:12
5451,173,699,68,4700,2017-09-20 00:56:44
5452,80,1428,98,3500,2017-04-02 14:08:16
5453,106,245,332,500,2017-09-26 00:01:14
5454,182,997,206,2500,2018-09-18 03:25:55
5455,30,990,125,4500,2018-12-17 01:25:43
5456,110,885,245,100,2017-12-21 10:28:37
5457,151,667,23,1800,2017-09-22 09:54:45
5458,18,757,84,1500,2017-09-01 07:42:43
5459,102,1072,302,200,2017-04-15 11:28:54
5460,37,588,92,1700,2018-08-14 13:44:43
5461,72,493,106,2500,2017-07-17 10:54:56
5462,123,50,7,800,2017-12-13 12:39:25
5463,134,501,308,1300,2018-04-17 21:28:26
5464,195,1468,143,1600,2017-12-16 15:42:44
5465,50,1175,57,2600,2018-10-12 23:20:12
5466,78,667,151,4800,2018-12-21 19:18:44
5467,32,571,382,400,2018-06-07 00:37:05
5468,155,991,395,600,2018-01-25 01:49:28
5469,182,743,140,3400,2018-09-15 19:02:55
5470,159,359,248,3800,2018-02-08 23:52:42
5471,19,652,284,1700,2017-04-02 04:27:18
5472,136,705,61,900,2018-02-10 16:37:28
5473,128,1380,122,1700,2018-07-27 03:16:18
5474,187,1462,199,4500,2018-11-16 09:34:34
5475,17,205,57,4200,2018-09-28 15:52:53
5476,14,936,322,1500,2017-04-14 06:38:56
5477,17,1363,230,2400,2017-06-17 08:43:16
5478,176,596,121,2600,2017-11-21 05:14:22
5479,198,265,308,2900,2017-04-15 10:07:18
5480,56,718,296,2100,2017-09-28 10:13:30
5481,65,935,320,2700,2017-08-15 22:02:39
5482,120,1165,60,1200,2017-08-31 10:43:36
5483,186,1252,159,1900,2018-03-26 04:52:27
5484,53,1064,400,4600,2017-04-13 10:28:55
5485,88,857,145,3200,2017-08-14 10:16:34
5486,151,906,104,4700,2017-05-09 14:57:06
5487,144,1102,254,3000,2017-09-23 09:20:53
5488,127,97,170,4300,2018-12-14 00:10:15
5489,195,1159,282,1100,2018-03-21 20:46:13
5490,64,1272,335,4400,2018-02-25 09:42:10
5491,61,1153,350,2400,2017-12-03 06:20:37
5492,80,857,113,1100,2017-04-27 21:30:52
5493,120,538,145,4700,2018-05-26 09:55:50
5494,13,299,371,3200,2018-11-30 19:39:35
5495,159,926,64,4800,2017-04-17 05:27:36
5496,49,359,90,3000,2017-05-05 09:14:51
5497,8,310,299,100,2017-07-01 12:03:31
5498,44,9,135,1300,2019-01-08 05:44:22
5499,35,893,173,2300,2019-03-07 05:22:49
5500,149,621,390,1300,2017-04-19 09:52:08
5501,4,747,393,2500,2017-12-14 14:34:34
5502,191,1108,59,4300,2018-11-21 05:38:16
5503,191,94,363,800,2019-02-01 12:42:18
5504,69,563,71,3700,2017-12-05 16:29:42
5505,29,907,92,1700,2017-11-24 05:44:05
5506,146,1408,384,2000,2018-05-01 19:50:00
5507,189,1025,245,1800,2017-07-21 18:28:29
5508,57,469,51,2200,2017-12-24 14:18:39
5509,114,1355,265,1000,2017-06-15 01:28:25
5510,132,178,161,4200,2019-01-31 17:12:01
5511,89,781,393,3400,2017-05-27 08:00:39
5512,184,320,26,4300,2018-03-10 17:46:45
5513,9,254,254,1800,2018-05-25 11:19:07
5514,102,684,333,1200,2018-09-25 06:19:49
5515,127,995,174,1700,2018-11-06 02:35:28
5516,22,407,90,2600,2017-04-12 06:36:59
5517,136,1145,319,700,2017-07-14 23:40:39
5518,137,1483,124,2100,2018-09-16 11:04:07
5519,104,364,233,1900,2018-02-11 04:16:12
5520,193,584,23,600,2018-03-05 01:34:54
5521,140,604,335,4200,2018-07-07 18:06:28
5522,197,792,21,4000,2017-08-18 18:42:14
5523,58,1277,259,3100,2017-11-27 00:02:45
5524,157,605,244,1300,2018-04-29 14:15:04
5525,80,1472,94,700,2018-02-14 11:46:54
5526,84,462,30,300,2018-11-04 12:23:23
5527,110,297,291,100,2018-09-28 18:13:56
5528,103,483,15,1300,2017-06-18 10:47:30
5529,105,1118,24,2000,2017-06-03 08:22:08
5530,151,166,162,2400,2017-10-22 02:02:23
5531,56,1041,363,4700,2017-09-30 22:31:19
5532,17,739,46,4800,2017-10-23 14:09:29
5533,34,372,343,2800,2017-12-07 22:51:25
5534,24,158,49,4300,2019-02-16 18:52:08
5535,143,1385,245,3800,2017-05-04 06:53:26
5536,183,329,377,200,2018-09-27 04:37:50
5537,163,1044,238,500,2018-08-04 02:03:13
5538,72,1158,349,3100,2017-05-06 11:14:25
5539,155,377,171,4900,2017-12-09 18:38:27
5540,34,172,99,1900,2017-08-27 16:30:52
5541,137,675,17,4300,2017-11-09 16:25:01
5542,112,1349,156,1100,2018-04-06 01:56:05
5543,49,566,223,1500,2017-08-04 02:13:56
5544,175,554,27,1500,2018-09-08 10:35:21
5545,130,1364,199,1800,2017-12-08 20:43:59
5546,81,1435,218,4000,2018-11-13 11:54:58
5547,126,73,295,4000,2018-09-11 14:28:06
5548,112,1459,9,2200,2018-03-08 10:32:50
5549,110,934,187,3800,2017-12-01 09:48:36
5550,157,316,203,4400,2017-11-25 01:34:17
5551,150,1350,296,4300,2018-03-30 19:50:23
5552,95,1323,139,2200,2018-12-22 17:03:56
5553,185,283,302,4700,2018-01-04 04:46:21
5554,41,1337,332,2700,2018-06-27 05:12:11
5555,200,852,174,3500,2018-02-26 11:36:41
5556,138,1418,168,3000,2017-11-07 07:41:55
5557,66,239,206,4100,2018-05-13 01:54:15
5558,76,1269,68,600,2019-03-01 22:43:16
5559,127,455,178,2000,2018-03-10 09:38:55
5560,145,277,336,4900,2017-09-30 07:14:21
5561,84,573,51,3300,2018-09-06 07:45:18
5562,140,19,221,3700,2017-11-02 00:12:23
5563,57,272,127,3000,2017-07-29 10:13:26
5564,46,138,81,3700,2018-10-09 23:00:30
5565,183,25,206,3200,2017-11-27 14:36:54
5566,180,1015,66,3700,2017-10-16 16:30:10
5567,155,1287,75,2700,2017-06-03 02:03:37
5568,132,1422,80,3000,2018-09-06 05:25:43
5569,134,288,393,1300,2017-08-24 16:46:37
5570,3,461,325,4600,2017-05-16 02:35:45
5571,72,1229,141,1100,2017-08-11 22:02:22
5572,181,636,345,1500,2017-12-16 16:51:51
5573,193,1044,196,1200,2017-07-02 03:00:01
5574,50,1472,286,4900,2018-09-07 06:03:34
